"","book","chapter","verse","text"
"1506","Mark","11","16","and would not allow anyone to carry merchandise through the temple courts. "
"1507","Mark","11","17","And as he taught them, he said, “Is it not written: ‘My house will be called a house of prayer for all nations’ “Is it not written: ‘My house will be called a house of prayer for all nations’ # 11:17 Isaiah 56:7 11:17 Isaiah 56:7 ? But you have made it ‘a den of robbers.’ ? But you have made it ‘a den of robbers.’ # 11:17 Jer. 7:11 11:17 Jer. 7:11 ” ” "
"1508","Mark","11","18","The chief priests and the teachers of the law heard this and began looking for a way to kill him, for they feared him, because the whole crowd was amazed at his teaching. "
"1509","Mark","11","19","When evening came, Jesus and his disciples # 11:19 Some early manuscripts came, Jesus 11:19 Some early manuscripts came, Jesus went out of the city. "
"1510","Mark","11","20","In the morning, as they went along, they saw the fig tree withered from the roots. "
"1511","Mark","11","21","Peter remembered and said to Jesus, “Rabbi, look! The fig tree you cursed has withered!” "
"1512","Mark","11","22","“Have faith in God,” “Have faith in God,” Jesus answered. "
"1513","Mark","11","23","“Truly “Truly # 11:22,23 Some early manuscripts “If you have faith in God,” Jesus answered, 23 “truly 11:22,23 Some early manuscripts “If you have faith in God,” Jesus answered, "
"1514","Mark","11","23","“truly I tell you, if anyone says to this mountain, ‘Go, throw yourself into the sea,’ and does not doubt in their heart but believes that what they say will happen, it will be done for them. I tell you, if anyone says to this mountain, ‘Go, throw yourself into the sea,’ and does not doubt in their heart but believes that what they say will happen, it will be done for them. "
"1515","Mark","11","24","Therefore I tell you, whatever you ask for in prayer, believe that you have received it, and it will be yours. Therefore I tell you, whatever you ask for in prayer, believe that you have received it, and it will be yours. "
"1516","Mark","11","25","And when you stand praying, if you hold anything against anyone, forgive them, so that your Father in heaven may forgive you your sins.” And when you stand praying, if you hold anything against anyone, forgive them, so that your Father in heaven may forgive you your sins.” [26] # 11:26 Some manuscripts include here words similar to Matt. 6:15. 11:26 Some manuscripts include here words similar to Matt. 6:15. "
"1517","Mark","11","27","They arrived again in Jerusalem, and while Jesus was walking in the temple courts, the chief priests, the teachers of the law and the elders came to him. "
"1518","Mark","11","28","“By what authority are you doing these things?” they asked. “And who gave you authority to do this?” "
"1519","Mark","11","29","Jesus replied, “I will ask you one question. Answer me, and I will tell you by what authority I am doing these things. “I will ask you one question. Answer me, and I will tell you by what authority I am doing these things. "
"1520","Mark","11","30","John’s baptism—was it from heaven, or of human origin? Tell me!” John’s baptism—was it from heaven, or of human origin? Tell me!” "
"1521","Mark","11","31","They discussed it among themselves and said, “If we say, ‘From heaven,’ he will ask, ‘Then why didn’t you believe him?’ "
"1522","Mark","11","32","But if we say, ‘Of human origin’ …” (They feared the people, for everyone held that John really was a prophet.) "
"1523","Mark","11","33","So they answered Jesus, “We don’t know.” Jesus said, “Neither will I tell you by what authority I am doing these things.” “Neither will I tell you by what authority I am doing these things.” "
"1524","Mark","12","1","Jesus then began to speak to them in parables: “A man planted a vineyard. He put a wall around it, dug a pit for the winepress and built a watchtower. Then he rented the vineyard to some farmers and moved to another place. “A man planted a vineyard. He put a wall around it, dug a pit for the winepress and built a watchtower. Then he rented the vineyard to some farmers and moved to another place. "
"1525","Mark","12","2","At harvest time he sent a servant to the tenants to collect from them some of the fruit of the vineyard. At harvest time he sent a servant to the tenants to collect from them some of the fruit of the vineyard. "
"1526","Mark","12","3","But they seized him, beat him and sent him away empty-handed. But they seized him, beat him and sent him away empty-handed. "
"1527","Mark","12","4","Then he sent another servant to them; they struck this man on the head and treated him shamefully. Then he sent another servant to them; they struck this man on the head and treated him shamefully. "
"1528","Mark","12","5","He sent still another, and that one they killed. He sent many others; some of them they beat, others they killed. He sent still another, and that one they killed. He sent many others; some of them they beat, others they killed. "
"1529","Mark","12","6","“He had one left to send, a son, whom he loved. He sent him last of all, saying, ‘They will respect my son.’ “He had one left to send, a son, whom he loved. He sent him last of all, saying, ‘They will respect my son.’ "
"1530","Mark","12","7","“But the tenants said to one another, ‘This is the heir. Come, let’s kill him, and the inheritance will be ours.’ “But the tenants said to one another, ‘This is the heir. Come, let’s kill him, and the inheritance will be ours.’ "
"1531","Mark","12","8","So they took him and killed him, and threw him out of the vineyard. So they took him and killed him, and threw him out of the vineyard. "
"1532","Mark","12","9","“What then will the owner of the vineyard do? He will come and kill those tenants and give the vineyard to others. “What then will the owner of the vineyard do? He will come and kill those tenants and give the vineyard to others. "
"1533","Mark","12","10","Haven’t you read this passage of Scripture: Haven’t you read this passage of Scripture: “ ‘The stone the builders rejected “ ‘The stone the builders rejected has become the cornerstone; has become the cornerstone; "
"1534","Mark","12","11","the Lord has done this, the Lord has done this, and it is marvelous in our eyes’ and it is marvelous in our eyes’ # 12:11 Psalm 118:22,23 12:11 Psalm 118:22,23 ?” ?” "
"1535","Mark","12","12","Then the chief priests, the teachers of the law and the elders looked for a way to arrest him because they knew he had spoken the parable against them. But they were afraid of the crowd; so they left him and went away. "
"1536","Mark","12","13","Later they sent some of the Pharisees and Herodians to Jesus to catch him in his words. "
"1537","Mark","12","14","They came to him and said, “Teacher, we know that you are a man of integrity. You aren’t swayed by others, because you pay no attention to who they are; but you teach the way of God in accordance with the truth. Is it right to pay the imperial tax # 12:14 A special tax levied on subject peoples, not on Roman citizens 12:14 A special tax levied on subject peoples, not on Roman citizens to Caesar or not? "
"1538","Mark","12","15","Should we pay or shouldn’t we?” But Jesus knew their hypocrisy. “Why are you trying to trap me?” “Why are you trying to trap me?” he asked. “Bring me a denarius and let me look at it.” “Bring me a denarius and let me look at it.” "
"1539","Mark","12","16","They brought the coin, and he asked them, “Whose image is this? And whose inscription?” “Whose image is this? And whose inscription?” “Caesar’s,” they replied. "
"1540","Mark","12","17","Then Jesus said to them, “Give back to Caesar what is Caesar’s and to God what is God’s.” “Give back to Caesar what is Caesar’s and to God what is God’s.” And they were amazed at him. "
"1541","Mark","12","18","Then the Sadducees, who say there is no resurrection, came to him with a question. "
"1542","Mark","12","19","“Teacher,” they said, “Moses wrote for us that if a man’s brother dies and leaves a wife but no children, the man must marry the widow and raise up offspring for his brother. "
"1543","Mark","12","20","Now there were seven brothers. The first one married and died without leaving any children. "
"1544","Mark","12","21","The second one married the widow, but he also died, leaving no child. It was the same with the third. "
"1545","Mark","12","22","In fact, none of the seven left any children. Last of all, the woman died too. "
"1546","Mark","12","23","At the resurrection # 12:23 Some manuscripts resurrection, when people rise from the dead, 12:23 Some manuscripts resurrection, when people rise from the dead, whose wife will she be, since the seven were married to her?” "
"1547","Mark","12","24","Jesus replied, “Are you not in error because you do not know the Scriptures or the power of God? “Are you not in error because you do not know the Scriptures or the power of God? "
"1548","Mark","12","25","When the dead rise, they will neither marry nor be given in marriage; they will be like the angels in heaven. When the dead rise, they will neither marry nor be given in marriage; they will be like the angels in heaven. "
"1549","Mark","12","26","Now about the dead rising—have you not read in the Book of Moses, in the account of the burning bush, how God said to him, ‘I am the God of Abraham, the God of Isaac, and the God of Jacob’ Now about the dead rising—have you not read in the Book of Moses, in the account of the burning bush, how God said to him, ‘I am the God of Abraham, the God of Isaac, and the God of Jacob’ # 12:26 Exodus 3:6 12:26 Exodus 3:6 ? ? "
"1550","Mark","12","27","He is not the God of the dead, but of the living. You are badly mistaken!” He is not the God of the dead, but of the living. You are badly mistaken!” "
"1551","Mark","12","28","One of the teachers of the law came and heard them debating. Noticing that Jesus had given them a good answer, he asked him, “Of all the commandments, which is the most important?” "
"1552","Mark","12","29","“The most important one,” “The most important one,” answered Jesus, “is this: ‘Hear, O Israel: The Lord our God, the Lord is one. “is this: ‘Hear, O Israel: The Lord our God, the Lord is one. # 12:29 Or The Lord our God is one Lord 12:29 Or The Lord our God is one Lord "
"1553","Mark","12","30","Love the Lord your God with all your heart and with all your soul and with all your mind and with all your strength.’ Love the Lord your God with all your heart and with all your soul and with all your mind and with all your strength.’ # 12:30 Deut. 6:4,5 12:30 Deut. 6:4,5 "
"1554","Mark","12","31","The second is this: ‘Love your neighbor as yourself.’ The second is this: ‘Love your neighbor as yourself.’ # 12:31 Lev. 19:18 12:31 Lev. 19:18 There is no commandment greater than these.” There is no commandment greater than these.” "
"1555","Mark","12","32","“Well said, teacher,” the man replied. “You are right in saying that God is one and there is no other but him. "
"1556","Mark","12","33","To love him with all your heart, with all your understanding and with all your strength, and to love your neighbor as yourself is more important than all burnt offerings and sacrifices.” "
"1557","Mark","12","34","When Jesus saw that he had answered wisely, he said to him, “You are not far from the kingdom of God.” “You are not far from the kingdom of God.” And from then on no one dared ask him any more questions. "
"1558","Mark","12","35","While Jesus was teaching in the temple courts, he asked, “Why do the teachers of the law say that the Messiah is the son of David? “Why do the teachers of the law say that the Messiah is the son of David? "
"1559","Mark","12","36","David himself, speaking by the Holy Spirit, declared: David himself, speaking by the Holy Spirit, declared: “ ‘The Lord said to my Lord: “ ‘The Lord said to my Lord: “Sit at my right hand “Sit at my right hand until I put your enemies until I put your enemies under your feet.” ’ under your feet.” ’ # 12:36 Psalm 110:1 12:36 Psalm 110:1 "
"1560","Mark","12","37","David himself calls him ‘Lord.’ How then can he be his son?” David himself calls him ‘Lord.’ How then can he be his son?” The large crowd listened to him with delight. "
"1561","Mark","12","38","As he taught, Jesus said, “Watch out for the teachers of the law. They like to walk around in flowing robes and be greeted with respect in the marketplaces, “Watch out for the teachers of the law. They like to walk around in flowing robes and be greeted with respect in the marketplaces, "
"1562","Mark","12","39","and have the most important seats in the synagogues and the places of honor at banquets. and have the most important seats in the synagogues and the places of honor at banquets. "
"1563","Mark","12","40","They devour widows’ houses and for a show make lengthy prayers. These men will be punished most severely.” They devour widows’ houses and for a show make lengthy prayers. These men will be punished most severely.” "
"1564","Mark","12","41","Jesus sat down opposite the place where the offerings were put and watched the crowd putting their money into the temple treasury. Many rich people threw in large amounts. "
"1565","Mark","12","42","But a poor widow came and put in two very small copper coins, worth only a few cents. "
"1566","Mark","12","43","Calling his disciples to him, Jesus said, “Truly I tell you, this poor widow has put more into the treasury than all the others. “Truly I tell you, this poor widow has put more into the treasury than all the others. "
"1567","Mark","12","44","They all gave out of their wealth; but she, out of her poverty, put in everything—all she had to live on.” They all gave out of their wealth; but she, out of her poverty, put in everything—all she had to live on.” "
"1568","Mark","13","1","As Jesus was leaving the temple, one of his disciples said to him, “Look, Teacher! What massive stones! What magnificent buildings!” "
"1569","Mark","13","2","“Do you see all these great buildings?” “Do you see all these great buildings?” replied Jesus. “Not one stone here will be left on another; every one will be thrown down.” “Not one stone here will be left on another; every one will be thrown down.” "
"1570","Mark","13","3","As Jesus was sitting on the Mount of Olives opposite the temple, Peter, James, John and Andrew asked him privately, "
"1571","Mark","13","4","“Tell us, when will these things happen? And what will be the sign that they are all about to be fulfilled?” "
"1572","Mark","13","5","Jesus said to them: “Watch out that no one deceives you. “Watch out that no one deceives you. "
"1573","Mark","13","6","Many will come in my name, claiming, ‘I am he,’ and will deceive many. Many will come in my name, claiming, ‘I am he,’ and will deceive many. "
"1574","Mark","13","7","When you hear of wars and rumors of wars, do not be alarmed. Such things must happen, but the end is still to come. When you hear of wars and rumors of wars, do not be alarmed. Such things must happen, but the end is still to come. "
"1575","Mark","13","8","Nation will rise against nation, and kingdom against kingdom. There will be earthquakes in various places, and famines. These are the beginning of birth pains. Nation will rise against nation, and kingdom against kingdom. There will be earthquakes in various places, and famines. These are the beginning of birth pains. "
"1576","Mark","13","9","“You must be on your guard. You will be handed over to the local councils and flogged in the synagogues. On account of me you will stand before governors and kings as witnesses to them. “You must be on your guard. You will be handed over to the local councils and flogged in the synagogues. On account of me you will stand before governors and kings as witnesses to them. "
"1577","Mark","13","10","And the gospel must first be preached to all nations. And the gospel must first be preached to all nations. "
"1578","Mark","13","11","Whenever you are arrested and brought to trial, do not worry beforehand about what to say. Just say whatever is given you at the time, for it is not you speaking, but the Holy Spirit. Whenever you are arrested and brought to trial, do not worry beforehand about what to say. Just say whatever is given you at the time, for it is not you speaking, but the Holy Spirit. "
"1579","Mark","13","12","“Brother will betray brother to death, and a father his child. Children will rebel against their parents and have them put to death. “Brother will betray brother to death, and a father his child. Children will rebel against their parents and have them put to death. "
"1580","Mark","13","13","Everyone will hate you because of me, but the one who stands firm to the end will be saved. Everyone will hate you because of me, but the one who stands firm to the end will be saved. "
"1581","Mark","13","14","“When you see ‘the abomination that causes desolation’ “When you see ‘the abomination that causes desolation’ # 13:14 Daniel 9:27; 11:31; 12:11 13:14 Daniel 9:27; 11:31; 12:11 standing where it standing where it # 13:14 Or he 13:14 Or he does not belong—let the reader understand—then let those who are in Judea flee to the mountains. does not belong—let the reader understand—then let those who are in Judea flee to the mountains. "
"1582","Mark","13","15","Let no one on the housetop go down or enter the house to take anything out. Let no one on the housetop go down or enter the house to take anything out. "
"1583","Mark","13","16","Let no one in the field go back to get their cloak. Let no one in the field go back to get their cloak. "
"1584","Mark","13","17","How dreadful it will be in those days for pregnant women and nursing mothers! How dreadful it will be in those days for pregnant women and nursing mothers! "
"1585","Mark","13","18","Pray that this will not take place in winter, Pray that this will not take place in winter, "
"1586","Mark","13","19","because those will be days of distress unequaled from the beginning, when God created the world, until now—and never to be equaled again. because those will be days of distress unequaled from the beginning, when God created the world, until now—and never to be equaled again. "
"1587","Mark","13","20","“If the Lord had not cut short those days, no one would survive. But for the sake of the elect, whom he has chosen, he has shortened them. “If the Lord had not cut short those days, no one would survive. But for the sake of the elect, whom he has chosen, he has shortened them. "
"1588","Mark","13","21","At that time if anyone says to you, ‘Look, here is the Messiah!’ or, ‘Look, there he is!’ do not believe it. At that time if anyone says to you, ‘Look, here is the Messiah!’ or, ‘Look, there he is!’ do not believe it. "
"1589","Mark","13","22","For false messiahs and false prophets will appear and perform signs and wonders to deceive, if possible, even the elect. For false messiahs and false prophets will appear and perform signs and wonders to deceive, if possible, even the elect. "
"1590","Mark","13","23","So be on your guard; I have told you everything ahead of time. So be on your guard; I have told you everything ahead of time. "
"1591","Mark","13","24","“But in those days, following that distress, “But in those days, following that distress, “ ‘the sun will be darkened, “ ‘the sun will be darkened, and the moon will not give its light; and the moon will not give its light; "
"1592","Mark","13","25","the stars will fall from the sky, the stars will fall from the sky, and the heavenly bodies will be shaken.’ and the heavenly bodies will be shaken.’ # 13:25 Isaiah 13:10; 34:4 13:25 Isaiah 13:10; 34:4 "
"1593","Mark","13","26","“At that time people will see the Son of Man coming in clouds with great power and glory. “At that time people will see the Son of Man coming in clouds with great power and glory. "
"1594","Mark","13","27","And he will send his angels and gather his elect from the four winds, from the ends of the earth to the ends of the heavens. And he will send his angels and gather his elect from the four winds, from the ends of the earth to the ends of the heavens. "
"1595","Mark","13","28","“Now learn this lesson from the fig tree: As soon as its twigs get tender and its leaves come out, you know that summer is near. “Now learn this lesson from the fig tree: As soon as its twigs get tender and its leaves come out, you know that summer is near. "
"1596","Mark","13","29","Even so, when you see these things happening, you know that it Even so, when you see these things happening, you know that it # 13:29 Or he 13:29 Or he is near, right at the door. is near, right at the door. "
"1597","Mark","13","30","Truly I tell you, this generation will certainly not pass away until all these things have happened. Truly I tell you, this generation will certainly not pass away until all these things have happened. "
"1598","Mark","13","31","Heaven and earth will pass away, but my words will never pass away. Heaven and earth will pass away, but my words will never pass away. "
"1599","Mark","13","32","“But about that day or hour no one knows, not even the angels in heaven, nor the Son, but only the Father. “But about that day or hour no one knows, not even the angels in heaven, nor the Son, but only the Father. "
"1600","Mark","13","33","Be on guard! Be alert Be on guard! Be alert # 13:33 Some manuscripts alert and pray 13:33 Some manuscripts alert and pray ! You do not know when that time will come. ! You do not know when that time will come. "
"1601","Mark","13","34","It’s like a man going away: He leaves his house and puts his servants in charge, each with their assigned task, and tells the one at the door to keep watch. It’s like a man going away: He leaves his house and puts his servants in charge, each with their assigned task, and tells the one at the door to keep watch. "
"1602","Mark","13","35","“Therefore keep watch because you do not know when the owner of the house will come back—whether in the evening, or at midnight, or when the rooster crows, or at dawn. “Therefore keep watch because you do not know when the owner of the house will come back—whether in the evening, or at midnight, or when the rooster crows, or at dawn. "
"1603","Mark","13","36","If he comes suddenly, do not let him find you sleeping. If he comes suddenly, do not let him find you sleeping. "
"1604","Mark","13","37","What I say to you, I say to everyone: ‘Watch!’ ” What I say to you, I say to everyone: ‘Watch!’ ” "
"1605","Mark","14","1","Now the Passover and the Festival of Unleavened Bread were only two days away, and the chief priests and the teachers of the law were scheming to arrest Jesus secretly and kill him. "
"1606","Mark","14","2","“But not during the festival,” they said, “or the people may riot.” "
"1607","Mark","14","3","While he was in Bethany, reclining at the table in the home of Simon the Leper, a woman came with an alabaster jar of very expensive perfume, made of pure nard. She broke the jar and poured the perfume on his head. "
"1608","Mark","14","4","Some of those present were saying indignantly to one another, “Why this waste of perfume? "
"1609","Mark","14","5","It could have been sold for more than a year’s wages # 14:5 Greek than three hundred denarii 14:5 Greek than three hundred denarii and the money given to the poor.” And they rebuked her harshly. "
"1610","Mark","14","6","“Leave her alone,” “Leave her alone,” said Jesus. “Why are you bothering her? She has done a beautiful thing to me. “Why are you bothering her? She has done a beautiful thing to me. "
"1611","Mark","14","7","The poor you will always have with you, The poor you will always have with you, # 14:7 See Deut. 15:11. 14:7 See Deut. 15:11. and you can help them any time you want. But you will not always have me. and you can help them any time you want. But you will not always have me. "
"1612","Mark","14","8","She did what she could. She poured perfume on my body beforehand to prepare for my burial. She did what she could. She poured perfume on my body beforehand to prepare for my burial. "
"1613","Mark","14","9","Truly I tell you, wherever the gospel is preached throughout the world, what she has done will also be told, in memory of her.” Truly I tell you, wherever the gospel is preached throughout the world, what she has done will also be told, in memory of her.” "
"1614","Mark","14","10","Then Judas Iscariot, one of the Twelve, went to the chief priests to betray Jesus to them. "
"1615","Mark","14","11","They were delighted to hear this and promised to give him money. So he watched for an opportunity to hand him over. "
"1616","Mark","14","12","On the first day of the Festival of Unleavened Bread, when it was customary to sacrifice the Passover lamb, Jesus’ disciples asked him, “Where do you want us to go and make preparations for you to eat the Passover?” "
"1617","Mark","14","13","So he sent two of his disciples, telling them, “Go into the city, and a man carrying a jar of water will meet you. Follow him. “Go into the city, and a man carrying a jar of water will meet you. Follow him. "
"1618","Mark","14","14","Say to the owner of the house he enters, ‘The Teacher asks: Where is my guest room, where I may eat the Passover with my disciples?’ Say to the owner of the house he enters, ‘The Teacher asks: Where is my guest room, where I may eat the Passover with my disciples?’ "
"1619","Mark","14","15","He will show you a large room upstairs, furnished and ready. Make preparations for us there.” He will show you a large room upstairs, furnished and ready. Make preparations for us there.” "
"1620","Mark","14","16","The disciples left, went into the city and found things just as Jesus had told them. So they prepared the Passover. "
"1621","Mark","14","17","When evening came, Jesus arrived with the Twelve. "
"1622","Mark","14","18","While they were reclining at the table eating, he said, “Truly I tell you, one of you will betray me—one who is eating with me.” “Truly I tell you, one of you will betray me—one who is eating with me.” "
"1623","Mark","14","19","They were saddened, and one by one they said to him, “Surely you don’t mean me?” "
"1624","Mark","14","20","“It is one of the Twelve,” “It is one of the Twelve,” he replied, “one who dips bread into the bowl with me. “one who dips bread into the bowl with me. "
"1625","Mark","14","21","The Son of Man will go just as it is written about him. But woe to that man who betrays the Son of Man! It would be better for him if he had not been born.” The Son of Man will go just as it is written about him. But woe to that man who betrays the Son of Man! It would be better for him if he had not been born.” "
"1626","Mark","14","22","While they were eating, Jesus took bread, and when he had given thanks, he broke it and gave it to his disciples, saying, “Take it; this is my body.” “Take it; this is my body.” "
"1627","Mark","14","23","Then he took a cup, and when he had given thanks, he gave it to them, and they all drank from it. "
"1628","Mark","14","24","“This is my blood of the “This is my blood of the # 14:24 Some manuscripts the new 14:24 Some manuscripts the new covenant, which is poured out for many,” covenant, which is poured out for many,” he said to them. "
"1629","Mark","14","25","“Truly I tell you, I will not drink again from the fruit of the vine until that day when I drink it new in the kingdom of God.” “Truly I tell you, I will not drink again from the fruit of the vine until that day when I drink it new in the kingdom of God.” "
"1630","Mark","14","26","When they had sung a hymn, they went out to the Mount of Olives. "
"1631","Mark","14","27","“You will all fall away,” “You will all fall away,” Jesus told them, “for it is written: “for it is written: “ ‘I will strike the shepherd, “ ‘I will strike the shepherd, and the sheep will be scattered.’ and the sheep will be scattered.’ # 14:27 Zech. 13:7 14:27 Zech. 13:7 "
"1632","Mark","14","28","But after I have risen, I will go ahead of you into Galilee.” But after I have risen, I will go ahead of you into Galilee.” "
"1633","Mark","14","29","Peter declared, “Even if all fall away, I will not.” "
"1634","Mark","14","30","“Truly I tell you,” “Truly I tell you,” Jesus answered, “today—yes, tonight—before the rooster crows twice “today—yes, tonight—before the rooster crows twice # 14:30 Some early manuscripts do not have twice. 14:30 Some early manuscripts do not have twice. you yourself will disown me three times.” you yourself will disown me three times.” "
"1635","Mark","14","31","But Peter insisted emphatically, “Even if I have to die with you, I will never disown you.” And all the others said the same. "
"1636","Mark","14","32","They went to a place called Gethsemane, and Jesus said to his disciples, “Sit here while I pray.” “Sit here while I pray.” "
"1637","Mark","14","33","He took Peter, James and John along with him, and he began to be deeply distressed and troubled. "
"1638","Mark","14","34","“My soul is overwhelmed with sorrow to the point of death,” “My soul is overwhelmed with sorrow to the point of death,” he said to them. “Stay here and keep watch.” “Stay here and keep watch.” "
"1639","Mark","14","35","Going a little farther, he fell to the ground and prayed that if possible the hour might pass from him. "
"1640","Mark","14","36","“Abba, “Abba, “Abba, # 14:36 Aramaic for father 14:36 Aramaic for father Father,” Father,” he said, “everything is possible for you. Take this cup from me. Yet not what I will, but what you will.” “everything is possible for you. Take this cup from me. Yet not what I will, but what you will.” "
"1641","Mark","14","37","Then he returned to his disciples and found them sleeping. “Simon,” “Simon,” he said to Peter, “are you asleep? Couldn’t you keep watch for one hour? “are you asleep? Couldn’t you keep watch for one hour? "
"1642","Mark","14","38","Watch and pray so that you will not fall into temptation. The spirit is willing, but the flesh is weak.” Watch and pray so that you will not fall into temptation. The spirit is willing, but the flesh is weak.” "
"1643","Mark","14","39","Once more he went away and prayed the same thing. "
"1644","Mark","14","40","When he came back, he again found them sleeping, because their eyes were heavy. They did not know what to say to him. "
"1645","Mark","14","41","Returning the third time, he said to them, “Are you still sleeping and resting? Enough! The hour has come. Look, the Son of Man is delivered into the hands of sinners. “Are you still sleeping and resting? Enough! The hour has come. Look, the Son of Man is delivered into the hands of sinners. "
"1646","Mark","14","42","Rise! Let us go! Here comes my betrayer!” Rise! Let us go! Here comes my betrayer!” "
"1647","Mark","14","43","Just as he was speaking, Judas, one of the Twelve, appeared. With him was a crowd armed with swords and clubs, sent from the chief priests, the teachers of the law, and the elders. "
"1648","Mark","14","44","Now the betrayer had arranged a signal with them: “The one I kiss is the man; arrest him and lead him away under guard.” "
"1649","Mark","14","45","Going at once to Jesus, Judas said, “Rabbi!” and kissed him. "
"1650","Mark","14","46","The men seized Jesus and arrested him. "
"1651","Mark","14","47","Then one of those standing near drew his sword and struck the servant of the high priest, cutting off his ear. "
"1652","Mark","14","48","“Am I leading a rebellion,” “Am I leading a rebellion,” said Jesus, “that you have come out with swords and clubs to capture me? “that you have come out with swords and clubs to capture me? "
"1653","Mark","14","49","Every day I was with you, teaching in the temple courts, and you did not arrest me. But the Scriptures must be fulfilled.” Every day I was with you, teaching in the temple courts, and you did not arrest me. But the Scriptures must be fulfilled.” "
"1654","Mark","14","50","Then everyone deserted him and fled. "
"1655","Mark","14","51","A young man, wearing nothing but a linen garment, was following Jesus. When they seized him, "
"1656","Mark","14","52","he fled naked, leaving his garment behind. "
"1657","Mark","14","53","They took Jesus to the high priest, and all the chief priests, the elders and the teachers of the law came together. "
"1658","Mark","14","54","Peter followed him at a distance, right into the courtyard of the high priest. There he sat with the guards and warmed himself at the fire. "
"1659","Mark","14","55","The chief priests and the whole Sanhedrin were looking for evidence against Jesus so that they could put him to death, but they did not find any. "
"1660","Mark","14","56","Many testified falsely against him, but their statements did not agree. "
"1661","Mark","14","57","Then some stood up and gave this false testimony against him: "
"1662","Mark","14","58","“We heard him say, ‘I will destroy this temple made with human hands and in three days will build another, not made with hands.’ ” "
"1663","Mark","14","59","Yet even then their testimony did not agree. "
"1664","Mark","14","60","Then the high priest stood up before them and asked Jesus, “Are you not going to answer? What is this testimony that these men are bringing against you?” "
"1665","Mark","14","61","But Jesus remained silent and gave no answer. Again the high priest asked him, “Are you the Messiah, the Son of the Blessed One?” "
"1666","Mark","14","62","“I am,” “I am,” said Jesus. “And you will see the Son of Man sitting at the right hand of the Mighty One and coming on the clouds of heaven.” “And you will see the Son of Man sitting at the right hand of the Mighty One and coming on the clouds of heaven.” "
"1667","Mark","14","63","The high priest tore his clothes. “Why do we need any more witnesses?” he asked. "
"1668","Mark","14","64","“You have heard the blasphemy. What do you think?” They all condemned him as worthy of death. "
"1669","Mark","14","65","Then some began to spit at him; they blindfolded him, struck him with their fists, and said, “Prophesy!” And the guards took him and beat him. "
"1670","Mark","14","66","While Peter was below in the courtyard, one of the servant girls of the high priest came by. "
"1671","Mark","14","67","When she saw Peter warming himself, she looked closely at him. “You also were with that Nazarene, Jesus,” she said. "
"1672","Mark","14","68","But he denied it. “I don’t know or understand what you’re talking about,” he said, and went out into the entryway. # 14:68 Some early manuscripts entryway and the rooster crowed 14:68 Some early manuscripts entryway and the rooster crowed "
"1673","Mark","14","69","When the servant girl saw him there, she said again to those standing around, “This fellow is one of them.” "
"1674","Mark","14","70","Again he denied it. After a little while, those standing near said to Peter, “Surely you are one of them, for you are a Galilean.” "
"1675","Mark","14","71","He began to call down curses, and he swore to them, “I don’t know this man you’re talking about.” "
"1676","Mark","14","72","Immediately the rooster crowed the second time. # 14:72 Some early manuscripts do not have the second time. 14:72 Some early manuscripts do not have the second time. Then Peter remembered the word Jesus had spoken to him: “Before the rooster crows twice “Before the rooster crows twice # 14:72 Some early manuscripts do not have twice. 14:72 Some early manuscripts do not have twice. you will disown me three times.” you will disown me three times.” And he broke down and wept. "
"1677","Mark","15","1","Very early in the morning, the chief priests, with the elders, the teachers of the law and the whole Sanhedrin, made their plans. So they bound Jesus, led him away and handed him over to Pilate. "
"1678","Mark","15","2","“Are you the king of the Jews?” asked Pilate. “You have said so,” “You have said so,” Jesus replied. "
"1679","Mark","15","3","The chief priests accused him of many things. "
"1680","Mark","15","4","So again Pilate asked him, “Aren’t you going to answer? See how many things they are accusing you of.” "
"1681","Mark","15","5","But Jesus still made no reply, and Pilate was amazed. "
"1682","Mark","15","6","Now it was the custom at the festival to release a prisoner whom the people requested. "
"1683","Mark","15","7","A man called Barabbas was in prison with the insurrectionists who had committed murder in the uprising. "
"1684","Mark","15","8","The crowd came up and asked Pilate to do for them what he usually did. "
"1685","Mark","15","9","“Do you want me to release to you the king of the Jews?” asked Pilate, "
"1686","Mark","15","10","knowing it was out of self-interest that the chief priests had handed Jesus over to him. "
"1687","Mark","15","11","But the chief priests stirred up the crowd to have Pilate release Barabbas instead. "
"1688","Mark","15","12","“What shall I do, then, with the one you call the king of the Jews?” Pilate asked them. "
"1689","Mark","15","13","“Crucify him!” they shouted. "
"1690","Mark","15","14","“Why? What crime has he committed?” asked Pilate. But they shouted all the louder, “Crucify him!” "
"1691","Mark","15","15","Wanting to satisfy the crowd, Pilate released Barabbas to them. He had Jesus flogged, and handed him over to be crucified. "
"1692","Mark","15","16","The soldiers led Jesus away into the palace (that is, the Praetorium) and called together the whole company of soldiers. "
"1693","Mark","15","17","They put a purple robe on him, then twisted together a crown of thorns and set it on him. "
"1694","Mark","15","18","And they began to call out to him, “Hail, king of the Jews!” "
"1695","Mark","15","19","Again and again they struck him on the head with a staff and spit on him. Falling on their knees, they paid homage to him. "
"1696","Mark","15","20","And when they had mocked him, they took off the purple robe and put his own clothes on him. Then they led him out to crucify him. "
"1697","Mark","15","21","A certain man from Cyrene, Simon, the father of Alexander and Rufus, was passing by on his way in from the country, and they forced him to carry the cross. "
"1698","Mark","15","22","They brought Jesus to the place called Golgotha (which means “the place of the skull”). "
