"","book","chapter","verse","text"
"482","Genesis","19","24","Then the  Lord  rained down burning sulfur on Sodom and Gomorrah—from the  Lord  out of the heavens.  "
"483","Genesis","19","25","Thus he overthrew those cities and the entire plain, destroying all those living in the cities—and also the vegetation in the land.  "
"484","Genesis","19","26","But Lot’s wife looked back, and she became a pillar of salt. "
"485","Genesis","19","27","Early the next morning Abraham got up and returned to the place where he had stood before the  Lord .  "
"486","Genesis","19","28","He looked down toward Sodom and Gomorrah, toward all the land of the plain, and he saw dense smoke rising from the land, like smoke from a furnace. "
"487","Genesis","19","29","So when God destroyed the cities of the plain, he remembered Abraham, and he brought Lot out of the catastrophe that overthrew the cities where Lot had lived. "
"488","Genesis","19","30","Lot and his two daughters left Zoar and settled in the mountains, for he was afraid to stay in Zoar. He and his two daughters lived in a cave.  "
"489","Genesis","19","31","One day the older daughter said to the younger, “Our father is old, and there is no man around here to give us children—as is the custom all over the earth.  "
"490","Genesis","19","32","Let’s get our father to drink wine and then sleep with him and preserve our family line through our father.” "
"491","Genesis","19","33","That night they got their father to drink wine, and the older daughter went in and slept with him. He was not aware of it when she lay down or when she got up. "
"492","Genesis","19","34","The next day the older daughter said to the younger, “Last night I slept with my father. Let’s get him to drink wine again tonight, and you go in and sleep with him so we can preserve our family line through our father.”  "
"493","Genesis","19","35","So they got their father to drink wine that night also, and the younger daughter went in and slept with him. Again he was not aware of it when she lay down or when she got up. "
"494","Genesis","19","36","So both of Lot’s daughters became pregnant by their father.  "
"495","Genesis","19","37","The older daughter had a son, and she named him Moab ; he is the father of the Moabites of today.  "
"496","Genesis","19","38","The younger daughter also had a son, and she named him Ben-Ammi ; he is the father of the Ammonites  of today."
"497","Genesis","20","1","Now Abraham moved on from there into the region of the Negev and lived between Kadesh and Shur. For a while he stayed in Gerar,  "
"498","Genesis","20","2","and there Abraham said of his wife Sarah, “She is my sister.” Then Abimelek king of Gerar sent for Sarah and took her. "
"499","Genesis","20","3","But God came to Abimelek in a dream one night and said to him, “You are as good as dead because of the woman you have taken; she is a married woman.” "
"500","Genesis","20","4","Now Abimelek had not gone near her, so he said, “Lord, will you destroy an innocent nation?  "
"501","Genesis","20","5","Did he not say to me, ‘She is my sister,’ and didn’t she also say, ‘He is my brother’? I have done this with a clear conscience and clean hands.” "
"502","Genesis","20","6","Then God said to him in the dream, “Yes, I know you did this with a clear conscience, and so I have kept you from sinning against me. That is why I did not let you touch her.  "
"503","Genesis","20","7","Now return the man’s wife, for he is a prophet, and he will pray for you and you will live. But if you do not return her, you may be sure that you and all who belong to you will die.” "
"504","Genesis","20","8","Early the next morning Abimelek summoned all his officials, and when he told them all that had happened, they were very much afraid.  "
"505","Genesis","20","9","Then Abimelek called Abraham in and said, “What have you done to us? How have I wronged you that you have brought such great guilt upon me and my kingdom? You have done things to me that should never be done.”  "
"506","Genesis","20","10","And Abimelek asked Abraham, “What was your reason for doing this?” "
"507","Genesis","20","11","Abraham replied, “I said to myself, ‘There is surely no fear of God in this place, and they will kill me because of my wife.’  "
"508","Genesis","20","12","Besides, she really is my sister, the daughter of my father though not of my mother; and she became my wife.  "
"509","Genesis","20","13","And when God had me wander from my father’s household, I said to her, ‘This is how you can show your love to me: Everywhere we go, say of me, “He is my brother.” ’ ” "
"510","Genesis","20","14","Then Abimelek brought sheep and cattle and male and female slaves and gave them to Abraham, and he returned Sarah his wife to him.  "
"511","Genesis","20","15","And Abimelek said, “My land is before you; live wherever you like.” "
"512","Genesis","20","16","To Sarah he said, “I am giving your brother a thousand shekels  of silver. This is to cover the offense against you before all who are with you; you are completely vindicated.” "
"513","Genesis","20","17","Then Abraham prayed to God, and God healed Abimelek, his wife and his female slaves so they could have children again,  "
"514","Genesis","20","18","for the  Lord  had kept all the women in Abimelek’s household from conceiving because of Abraham’s wife Sarah."
"515","Genesis","21","1","Now the  Lord  was gracious to Sarah as he had said, and the  Lord  did for Sarah what he had promised.  "
"516","Genesis","21","2","Sarah became pregnant and bore a son to Abraham in his old age, at the very time God had promised him.  "
"517","Genesis","21","3","Abraham gave the name Isaac  to the son Sarah bore him.  "
"518","Genesis","21","4","When his son Isaac was eight days old, Abraham circumcised him, as God commanded him.  "
"519","Genesis","21","5","Abraham was a hundred years old when his son Isaac was born to him. "
"520","Genesis","21","6","Sarah said, “God has brought me laughter, and everyone who hears about this will laugh with me.”  "
"521","Genesis","21","7","And she added, “Who would have said to Abraham that Sarah would nurse children? Yet I have borne him a son in his old age.” "
"522","Genesis","21","8","The child grew and was weaned, and on the day Isaac was weaned Abraham held a great feast.  "
"523","Genesis","21","9","But Sarah saw that the son whom Hagar the Egyptian had borne to Abraham was mocking,  "
"524","Genesis","21","10","and she said to Abraham, “Get rid of that slave woman and her son, for that woman’s son will never share in the inheritance with my son Isaac.” "
"525","Genesis","21","11","The matter distressed Abraham greatly because it concerned his son.  "
"526","Genesis","21","12","But God said to him, “Do not be so distressed about the boy and your slave woman. Listen to whatever Sarah tells you, because it is through Isaac that your offspring  will be reckoned.  "
"527","Genesis","21","13","I will make the son of the slave into a nation also, because he is your offspring.” "
"528","Genesis","21","14","Early the next morning Abraham took some food and a skin of water and gave them to Hagar. He set them on her shoulders and then sent her off with the boy. She went on her way and wandered in the Desert of Beersheba. "
"529","Genesis","21","15","When the water in the skin was gone, she put the boy under one of the bushes.  "
"530","Genesis","21","16","Then she went off and sat down about a bowshot away, for she thought, “I cannot watch the boy die.” And as she sat there, she  began to sob. "
"531","Genesis","21","17","God heard the boy crying, and the angel of God called to Hagar from heaven and said to her, “What is the matter, Hagar? Do not be afraid; God has heard the boy crying as he lies there.  "
"532","Genesis","21","18","Lift the boy up and take him by the hand, for I will make him into a great nation.” "
"533","Genesis","21","19","Then God opened her eyes and she saw a well of water. So she went and filled the skin with water and gave the boy a drink. "
"534","Genesis","21","20","God was with the boy as he grew up. He lived in the desert and became an archer.  "
"535","Genesis","21","21","While he was living in the Desert of Paran, his mother got a wife for him from Egypt. "
"536","Genesis","21","22","At that time Abimelek and Phicol the commander of his forces said to Abraham, “God is with you in everything you do.  "
"537","Genesis","21","23","Now swear to me here before God that you will not deal falsely with me or my children or my descendants. Show to me and the country where you now reside as a foreigner the same kindness I have shown to you.” "
"538","Genesis","21","24","Abraham said, “I swear it.” "
"539","Genesis","21","25","Then Abraham complained to Abimelek about a well of water that Abimelek’s servants had seized.  "
"540","Genesis","21","26","But Abimelek said, “I don’t know who has done this. You did not tell me, and I heard about it only today.” "
"541","Genesis","21","27","So Abraham brought sheep and cattle and gave them to Abimelek, and the two men made a treaty.  "
"542","Genesis","21","28","Abraham set apart seven ewe lambs from the flock,  "
"543","Genesis","21","29","and Abimelek asked Abraham, “What is the meaning of these seven ewe lambs you have set apart by themselves?” "
"544","Genesis","21","30","He replied, “Accept these seven lambs from my hand as a witness that I dug this well.” "
"545","Genesis","21","31","So that place was called Beersheba,  because the two men swore an oath there. "
"546","Genesis","21","32","After the treaty had been made at Beersheba, Abimelek and Phicol the commander of his forces returned to the land of the Philistines.  "
"547","Genesis","21","33","Abraham planted a tamarisk tree in Beersheba, and there he called on the name of the  Lord , the Eternal God.  "
"548","Genesis","21","34","And Abraham stayed in the land of the Philistines for a long time."
"549","Genesis","22","1","Some time later God tested Abraham. He said to him, “Abraham!” “Here I am,” he replied. "
"550","Genesis","22","2","Then God said, “Take your son, your only son, whom you love—Isaac—and go to the region of Moriah. Sacrifice him there as a burnt offering on a mountain I will show you.” "
"551","Genesis","22","3","Early the next morning Abraham got up and loaded his donkey. He took with him two of his servants and his son Isaac. When he had cut enough wood for the burnt offering, he set out for the place God had told him about.  "
"552","Genesis","22","4","On the third day Abraham looked up and saw the place in the distance.  "
"553","Genesis","22","5","He said to his servants, “Stay here with the donkey while I and the boy go over there. We will worship and then we will come back to you.” "
"554","Genesis","22","6","Abraham took the wood for the burnt offering and placed it on his son Isaac, and he himself carried the fire and the knife. As the two of them went on together,  "
"555","Genesis","22","7","Isaac spoke up and said to his father Abraham, “Father?” “Yes, my son?” Abraham replied. “The fire and wood are here,” Isaac said, “but where is the lamb for the burnt offering?” "
"556","Genesis","22","8","Abraham answered, “God himself will provide the lamb for the burnt offering, my son.” And the two of them went on together. "
"557","Genesis","22","9","When they reached the place God had told him about, Abraham built an altar there and arranged the wood on it. He bound his son Isaac and laid him on the altar, on top of the wood.  "
"558","Genesis","22","10","Then he reached out his hand and took the knife to slay his son.  "
"559","Genesis","22","11","But the angel of the  Lord  called out to him from heaven, “Abraham! Abraham!” “Here I am,” he replied. "
"560","Genesis","22","12","“Do not lay a hand on the boy,” he said. “Do not do anything to him. Now I know that you fear God, because you have not withheld from me your son, your only son.” "
"561","Genesis","22","13","Abraham looked up and there in a thicket he saw a ram  caught by its horns. He went over and took the ram and sacrificed it as a burnt offering instead of his son.  "
"562","Genesis","22","14","So Abraham called that place The  Lord  Will Provide. And to this day it is said, “On the mountain of the  Lord  it will be provided.” "
"563","Genesis","22","15","The angel of the  Lord  called to Abraham from heaven a second time  "
"564","Genesis","22","16","and said, “I swear by myself, declares the  Lord , that because you have done this and have not withheld your son, your only son,  "
"565","Genesis","22","17","I will surely bless you and make your descendants as numerous as the stars in the sky and as the sand on the seashore. Your descendants will take possession of the cities of their enemies,  "
"566","Genesis","22","18","and through your offspring  all nations on earth will be blessed,  because you have obeyed me.” "
"567","Genesis","22","19","Then Abraham returned to his servants, and they set off together for Beersheba. And Abraham stayed in Beersheba. "
"568","Genesis","22","20","Some time later Abraham was told, “Milkah is also a mother; she has borne sons to your brother Nahor:  "
"569","Genesis","22","21","Uz the firstborn, Buz his brother, Kemuel (the father of Aram),  "
"570","Genesis","22","22","Kesed, Hazo, Pildash, Jidlaph and Bethuel.”  "
"571","Genesis","22","23","Bethuel became the father of Rebekah. Milkah bore these eight sons to Abraham’s brother Nahor.  "
"572","Genesis","22","24","His concubine, whose name was Reumah, also had sons: Tebah, Gaham, Tahash and Maakah."
"573","Genesis","23","1","Sarah lived to be a hundred and twenty-seven years old.  "
"574","Genesis","23","2","She died at Kiriath Arba (that is, Hebron) in the land of Canaan, and Abraham went to mourn for Sarah and to weep over her. "
"575","Genesis","23","3","Then Abraham rose from beside his dead wife and spoke to the Hittites.  He said,  "
"576","Genesis","23","4","“I am a foreigner and stranger among you. Sell me some property for a burial site here so I can bury my dead.” "
"577","Genesis","23","5","The Hittites replied to Abraham,  "
"578","Genesis","23","6","“Sir, listen to us. You are a mighty prince among us. Bury your dead in the choicest of our tombs. None of us will refuse you his tomb for burying your dead.” "
"579","Genesis","23","7","Then Abraham rose and bowed down before the people of the land, the Hittites.  "
"580","Genesis","23","8","He said to them, “If you are willing to let me bury my dead, then listen to me and intercede with Ephron son of Zohar on my behalf  "
"581","Genesis","23","9","so he will sell me the cave of Machpelah, which belongs to him and is at the end of his field. Ask him to sell it to me for the full price as a burial site among you.” "
"582","Genesis","23","10","Ephron the Hittite was sitting among his people and he replied to Abraham in the hearing of all the Hittites who had come to the gate of his city.  "
"583","Genesis","23","11","“No, my lord,” he said. “Listen to me; I give  you the field, and I give  you the cave that is in it. I give  it to you in the presence of my people. Bury your dead.” "
"584","Genesis","23","12","Again Abraham bowed down before the people of the land  "
"585","Genesis","23","13","and he said to Ephron in their hearing, “Listen to me, if you will. I will pay the price of the field. Accept it from me so I can bury my dead there.” "
"586","Genesis","23","14","Ephron answered Abraham,  "
"587","Genesis","23","15","“Listen to me, my lord; the land is worth four hundred shekels  of silver, but what is that between you and me? Bury your dead.” "
"588","Genesis","23","16","Abraham agreed to Ephron’s terms and weighed out for him the price he had named in the hearing of the Hittites: four hundred shekels of silver, according to the weight current among the merchants. "
"589","Genesis","23","17","So Ephron’s field in Machpelah near Mamre—both the field and the cave in it, and all the trees within the borders of the field—was deeded  "
"590","Genesis","23","18","to Abraham as his property in the presence of all the Hittites who had come to the gate of the city.  "
"591","Genesis","23","19","Afterward Abraham buried his wife Sarah in the cave in the field of Machpelah near Mamre (which is at Hebron) in the land of Canaan.  "
"592","Genesis","23","20","So the field and the cave in it were deeded to Abraham by the Hittites as a burial site."
"593","Genesis","24","1","Abraham was now very old, and the  Lord  had blessed him in every way.  "
"594","Genesis","24","2","He said to the senior servant in his household, the one in charge of all that he had, “Put your hand under my thigh.  "
"595","Genesis","24","3","I want you to swear by the  Lord , the God of heaven and the God of earth, that you will not get a wife for my son from the daughters of the Canaanites, among whom I am living,  "
"596","Genesis","24","4","but will go to my country and my own relatives and get a wife for my son Isaac.” "
"597","Genesis","24","5","The servant asked him, “What if the woman is unwilling to come back with me to this land? Shall I then take your son back to the country you came from?” "
"598","Genesis","24","6","“Make sure that you do not take my son back there,” Abraham said.  "
"599","Genesis","24","7","“The  Lord , the God of heaven, who brought me out of my father’s household and my native land and who spoke to me and promised me on oath, saying, ‘To your offspring  I will give this land’—he will send his angel before you so that you can get a wife for my son from there.  "
"600","Genesis","24","8","If the woman is unwilling to come back with you, then you will be released from this oath of mine. Only do not take my son back there.”  "
"601","Genesis","24","9","So the servant put his hand under the thigh of his master Abraham and swore an oath to him concerning this matter. "
"602","Genesis","24","10","Then the servant left, taking with him ten of his master’s camels loaded with all kinds of good things from his master. He set out for Aram Naharaim  and made his way to the town of Nahor.  "
"603","Genesis","24","11","He had the camels kneel down near the well outside the town; it was toward evening, the time the women go out to draw water. "
"604","Genesis","24","12","Then he prayed, “ Lord , God of my master Abraham, make me successful today, and show kindness to my master Abraham.  "
"605","Genesis","24","13","See, I am standing beside this spring, and the daughters of the townspeople are coming out to draw water.  "
"606","Genesis","24","14","May it be that when I say to a young woman, ‘Please let down your jar that I may have a drink,’ and she says, ‘Drink, and I’ll water your camels too’—let her be the one you have chosen for your servant Isaac. By this I will know that you have shown kindness to my master.” "
"607","Genesis","24","15","Before he had finished praying, Rebekah came out with her jar on her shoulder. She was the daughter of Bethuel son of Milkah, who was the wife of Abraham’s brother Nahor.  "
"608","Genesis","24","16","The woman was very beautiful, a virgin; no man had ever slept with her. She went down to the spring, filled her jar and came up again. "
"609","Genesis","24","17","The servant hurried to meet her and said, “Please give me a little water from your jar.” "
"610","Genesis","24","18","“Drink, my lord,” she said, and quickly lowered the jar to her hands and gave him a drink. "
"611","Genesis","24","19","After she had given him a drink, she said, “I’ll draw water for your camels too, until they have had enough to drink.”  "
"612","Genesis","24","20","So she quickly emptied her jar into the trough, ran back to the well to draw more water, and drew enough for all his camels.  "
"613","Genesis","24","21","Without saying a word, the man watched her closely to learn whether or not the  Lord  had made his journey successful. "
"614","Genesis","24","22","When the camels had finished drinking, the man took out a gold nose ring weighing a beka  and two gold bracelets weighing ten shekels.   "
"615","Genesis","24","23","Then he asked, “Whose daughter are you? Please tell me, is there room in your father’s house for us to spend the night?” "
"616","Genesis","24","24","She answered him, “I am the daughter of Bethuel, the son that Milkah bore to Nahor.”  "
"617","Genesis","24","25","And she added, “We have plenty of straw and fodder, as well as room for you to spend the night.” "
"618","Genesis","24","26","Then the man bowed down and worshiped the  Lord ,  "
"619","Genesis","24","27","saying, “Praise be to the  Lord , the God of my master Abraham, who has not abandoned his kindness and faithfulness to my master. As for me, the  Lord  has led me on the journey to the house of my master’s relatives.” "
"620","Genesis","24","28","The young woman ran and told her mother’s household about these things.  "
"621","Genesis","24","29","Now Rebekah had a brother named Laban, and he hurried out to the man at the spring.  "
"622","Genesis","24","30","As soon as he had seen the nose ring, and the bracelets on his sister’s arms, and had heard Rebekah tell what the man said to her, he went out to the man and found him standing by the camels near the spring.  "
"623","Genesis","24","31","“Come, you who are blessed by the  Lord ,” he said. “Why are you standing out here? I have prepared the house and a place for the camels.” "
"624","Genesis","24","32","So the man went to the house, and the camels were unloaded. Straw and fodder were brought for the camels, and water for him and his men to wash their feet.  "
"625","Genesis","24","33","Then food was set before him, but he said, “I will not eat until I have told you what I have to say.” “Then tell us,” Laban said. "
"626","Genesis","24","34","So he said, “I am Abraham’s servant.  "
"627","Genesis","24","35","The  Lord  has blessed my master abundantly, and he has become wealthy. He has given him sheep and cattle, silver and gold, male and female servants, and camels and donkeys.  "
"628","Genesis","24","36","My master’s wife Sarah has borne him a son in her old age, and he has given him everything he owns.  "
"629","Genesis","24","37","And my master made me swear an oath, and said, ‘You must not get a wife for my son from the daughters of the Canaanites, in whose land I live,  "
"630","Genesis","24","38","but go to my father’s family and to my own clan, and get a wife for my son.’ "
"631","Genesis","24","39","“Then I asked my master, ‘What if the woman will not come back with me?’ "
"632","Genesis","24","40","“He replied, ‘The  Lord , before whom I have walked faithfully, will send his angel with you and make your journey a success, so that you can get a wife for my son from my own clan and from my father’s family.  "
"633","Genesis","24","41","You will be released from my oath if, when you go to my clan, they refuse to give her to you—then you will be released from my oath.’ "
"634","Genesis","24","42","“When I came to the spring today, I said, ‘ Lord , God of my master Abraham, if you will, please grant success to the journey on which I have come.  "
"635","Genesis","24","43","See, I am standing beside this spring. If a young woman comes out to draw water and I say to her, “Please let me drink a little water from your jar,”  "
"636","Genesis","24","44","and if she says to me, “Drink, and I’ll draw water for your camels too,” let her be the one the  Lord  has chosen for my master’s son.’ "
"637","Genesis","24","45","“Before I finished praying in my heart, Rebekah came out, with her jar on her shoulder. She went down to the spring and drew water, and I said to her, ‘Please give me a drink.’ "
"638","Genesis","24","46","“She quickly lowered her jar from her shoulder and said, ‘Drink, and I’ll water your camels too.’ So I drank, and she watered the camels also. "
"639","Genesis","24","47","“I asked her, ‘Whose daughter are you?’ “She said, ‘The daughter of Bethuel son of Nahor, whom Milkah bore to him.’ “Then I put the ring in her nose and the bracelets on her arms,  "
"640","Genesis","24","48","and I bowed down and worshiped the  Lord . I praised the  Lord , the God of my master Abraham, who had led me on the right road to get the granddaughter of my master’s brother for his son.  "
"641","Genesis","24","49","Now if you will show kindness and faithfulness to my master, tell me; and if not, tell me, so I may know which way to turn.” "
"642","Genesis","24","50","Laban and Bethuel answered, “This is from the  Lord ; we can say nothing to you one way or the other.  "
"643","Genesis","24","51","Here is Rebekah; take her and go, and let her become the wife of your master’s son, as the  Lord  has directed.” "
"644","Genesis","24","52","When Abraham’s servant heard what they said, he bowed down to the ground before the  Lord .  "
"645","Genesis","24","53","Then the servant brought out gold and silver jewelry and articles of clothing and gave them to Rebekah; he also gave costly gifts to her brother and to her mother.  "
"646","Genesis","24","54","Then he and the men who were with him ate and drank and spent the night there. When they got up the next morning, he said, “Send me on my way to my master.” "
"647","Genesis","24","55","But her brother and her mother replied, “Let the young woman remain with us ten days or so; then you  may go.” "
"648","Genesis","24","56","But he said to them, “Do not detain me, now that the  Lord  has granted success to my journey. Send me on my way so I may go to my master.” "
"649","Genesis","24","57","Then they said, “Let’s call the young woman and ask her about it.”  "
"650","Genesis","24","58","So they called Rebekah and asked her, “Will you go with this man?” “I will go,” she said. "
"651","Genesis","24","59","So they sent their sister Rebekah on her way, along with her nurse and Abraham’s servant and his men.  "
"652","Genesis","24","60","And they blessed Rebekah and said to her, “Our sister, may you increase to thousands upon thousands; may your offspring possess the cities of their enemies.” "
"653","Genesis","24","61","Then Rebekah and her attendants got ready and mounted the camels and went back with the man. So the servant took Rebekah and left. "
"654","Genesis","24","62","Now Isaac had come from Beer Lahai Roi, for he was living in the Negev.  "
"655","Genesis","24","63","He went out to the field one evening to meditate,  and as he looked up, he saw camels approaching.  "
"656","Genesis","24","64","Rebekah also looked up and saw Isaac. She got down from her camel  "
"657","Genesis","24","65","and asked the servant, “Who is that man in the field coming to meet us?” “He is my master,” the servant answered. So she took her veil and covered herself. "
"658","Genesis","24","66","Then the servant told Isaac all he had done.  "
"659","Genesis","24","67","Isaac brought her into the tent of his mother Sarah, and he married Rebekah. So she became his wife, and he loved her; and Isaac was comforted after his mother’s death."
"660","Genesis","25","1","Abraham had taken another wife, whose name was Keturah.  "
"661","Genesis","25","2","She bore him Zimran, Jokshan, Medan, Midian, Ishbak and Shuah.  "
"662","Genesis","25","3","Jokshan was the father of Sheba and Dedan; the descendants of Dedan were the Ashurites, the Letushites and the Leummites.  "
"663","Genesis","25","4","The sons of Midian were Ephah, Epher, Hanok, Abida and Eldaah. All these were descendants of Keturah. "
"664","Genesis","25","5","Abraham left everything he owned to Isaac.  "
"665","Genesis","25","6","But while he was still living, he gave gifts to the sons of his concubines and sent them away from his son Isaac to the land of the east. "
"666","Genesis","25","7","Abraham lived a hundred and seventy-five years.  "
"667","Genesis","25","8","Then Abraham breathed his last and died at a good old age, an old man and full of years; and he was gathered to his people.  "
"668","Genesis","25","9","His sons Isaac and Ishmael buried him in the cave of Machpelah near Mamre, in the field of Ephron son of Zohar the Hittite,  "
"669","Genesis","25","10","the field Abraham had bought from the Hittites.  There Abraham was buried with his wife Sarah.  "
"670","Genesis","25","11","After Abraham’s death, God blessed his son Isaac, who then lived near Beer Lahai Roi. "
"671","Genesis","25","12","This is the account of the family line of Abraham’s son Ishmael, whom Sarah’s slave, Hagar the Egyptian, bore to Abraham. "
"672","Genesis","25","13","These are the names of the sons of Ishmael, listed in the order of their birth: Nebaioth the firstborn of Ishmael, Kedar, Adbeel, Mibsam,  "
"673","Genesis","25","14","Mishma, Dumah, Massa,  "
"674","Genesis","25","15","Hadad, Tema, Jetur, Naphish and Kedemah.  "
"675","Genesis","25","16","These were the sons of Ishmael, and these are the names of the twelve tribal rulers according to their settlements and camps.  "
"676","Genesis","25","17","Ishmael lived a hundred and thirty-seven years. He breathed his last and died, and he was gathered to his people.  "
"677","Genesis","25","18","His descendants settled in the area from Havilah to Shur, near the eastern border of Egypt, as you go toward Ashur. And they lived in hostility toward  all the tribes related to them. "
"678","Genesis","25","19","This is the account of the family line of Abraham’s son Isaac. Abraham became the father of Isaac,  "
"679","Genesis","25","20","and Isaac was forty years old when he married Rebekah daughter of Bethuel the Aramean from Paddan Aram  and sister of Laban the Aramean. "
"680","Genesis","25","21","Isaac prayed to the  Lord  on behalf of his wife, because she was childless. The  Lord  answered his prayer, and his wife Rebekah became pregnant.  "
"681","Genesis","25","22","The babies jostled each other within her, and she said, “Why is this happening to me?” So she went to inquire of the  Lord . "
"682","Genesis","25","23","The  Lord  said to her, “Two nations are in your womb, and two peoples from within you will be separated; one people will be stronger than the other, and the older will serve the younger.” "
"683","Genesis","25","24","When the time came for her to give birth, there were twin boys in her womb.  "
"684","Genesis","25","25","The first to come out was red, and his whole body was like a hairy garment; so they named him Esau.   "
"685","Genesis","25","26","After this, his brother came out, with his hand grasping Esau’s heel; so he was named Jacob.  Isaac was sixty years old when Rebekah gave birth to them. "
"686","Genesis","25","27","The boys grew up, and Esau became a skillful hunter, a man of the open country, while Jacob was content to stay at home among the tents.  "
"687","Genesis","25","28","Isaac, who had a taste for wild game, loved Esau, but Rebekah loved Jacob. "
"688","Genesis","25","29","Once when Jacob was cooking some stew, Esau came in from the open country, famished.  "
"689","Genesis","25","30","He said to Jacob, “Quick, let me have some of that red stew! I’m famished!” (That is why he was also called Edom. ) "
"690","Genesis","25","31","Jacob replied, “First sell me your birthright.” "
"691","Genesis","25","32","“Look, I am about to die,” Esau said. “What good is the birthright to me?” "
"692","Genesis","25","33","But Jacob said, “Swear to me first.” So he swore an oath to him, selling his birthright to Jacob. "
"693","Genesis","25","34","Then Jacob gave Esau some bread and some lentil stew. He ate and drank, and then got up and left. So Esau despised his birthright."
"694","Genesis","26","1","Now there was a famine in the land—besides the previous famine in Abraham’s time—and Isaac went to Abimelek king of the Philistines in Gerar.  "
"695","Genesis","26","2","The  Lord  appeared to Isaac and said, “Do not go down to Egypt; live in the land where I tell you to live.  "
"696","Genesis","26","3","Stay in this land for a while, and I will be with you and will bless you. For to you and your descendants I will give all these lands and will confirm the oath I swore to your father Abraham.  "
"697","Genesis","26","4","I will make your descendants as numerous as the stars in the sky and will give them all these lands, and through your offspring  all nations on earth will be blessed,   "
"698","Genesis","26","5","because Abraham obeyed me and did everything I required of him, keeping my commands, my decrees and my instructions.”  "
"699","Genesis","26","6","So Isaac stayed in Gerar. "
"700","Genesis","26","7","When the men of that place asked him about his wife, he said, “She is my sister,” because he was afraid to say, “She is my wife.” He thought, “The men of this place might kill me on account of Rebekah, because she is beautiful.” "
"701","Genesis","26","8","When Isaac had been there a long time, Abimelek king of the Philistines looked down from a window and saw Isaac caressing his wife Rebekah.  "
"702","Genesis","26","9","So Abimelek summoned Isaac and said, “She is really your wife! Why did you say, ‘She is my sister’?” Isaac answered him, “Because I thought I might lose my life on account of her.” "
"703","Genesis","26","10","Then Abimelek said, “What is this you have done to us? One of the men might well have slept with your wife, and you would have brought guilt upon us.” "
"704","Genesis","26","11","So Abimelek gave orders to all the people: “Anyone who harms this man or his wife shall surely be put to death.” "
"705","Genesis","26","12","Isaac planted crops in that land and the same year reaped a hundredfold, because the  Lord  blessed him.  "
"706","Genesis","26","13","The man became rich, and his wealth continued to grow until he became very wealthy.  "
"707","Genesis","26","14","He had so many flocks and herds and servants that the Philistines envied him.  "
"708","Genesis","26","15","So all the wells that his father’s servants had dug in the time of his father Abraham, the Philistines stopped up, filling them with earth. "
"709","Genesis","26","16","Then Abimelek said to Isaac, “Move away from us; you have become too powerful for us.” "
"710","Genesis","26","17","So Isaac moved away from there and encamped in the Valley of Gerar, where he settled.  "
"711","Genesis","26","18","Isaac reopened the wells that had been dug in the time of his father Abraham, which the Philistines had stopped up after Abraham died, and he gave them the same names his father had given them. "
"712","Genesis","26","19","Isaac’s servants dug in the valley and discovered a well of fresh water there.  "
"713","Genesis","26","20","But the herders of Gerar quarreled with those of Isaac and said, “The water is ours!” So he named the well Esek,  because they disputed with him.  "
"714","Genesis","26","21","Then they dug another well, but they quarreled over that one also; so he named it Sitnah.   "
"715","Genesis","26","22","He moved on from there and dug another well, and no one quarreled over it. He named it Rehoboth,  saying, “Now the  Lord  has given us room and we will flourish in the land.” "
"716","Genesis","26","23","From there he went up to Beersheba.  "
"717","Genesis","26","24","That night the  Lord  appeared to him and said, “I am the God of your father Abraham. Do not be afraid, for I am with you; I will bless you and will increase the number of your descendants for the sake of my servant Abraham.” "
"718","Genesis","26","25","Isaac built an altar there and called on the name of the  Lord . There he pitched his tent, and there his servants dug a well. "
"719","Genesis","26","26","Meanwhile, Abimelek had come to him from Gerar, with Ahuzzath his personal adviser and Phicol the commander of his forces.  "
"720","Genesis","26","27","Isaac asked them, “Why have you come to me, since you were hostile to me and sent me away?” "
"721","Genesis","26","28","They answered, “We saw clearly that the  Lord  was with you; so we said, ‘There ought to be a sworn agreement between us’—between us and you. Let us make a treaty with you  "
"722","Genesis","26","29","that you will do us no harm, just as we did not harm you but always treated you well and sent you away peacefully. And now you are blessed by the  Lord .” "
"723","Genesis","26","30","Isaac then made a feast for them, and they ate and drank.  "
"724","Genesis","26","31","Early the next morning the men swore an oath to each other. Then Isaac sent them on their way, and they went away peacefully. "
"725","Genesis","26","32","That day Isaac’s servants came and told him about the well they had dug. They said, “We’ve found water!”  "
"726","Genesis","26","33","He called it Shibah,  and to this day the name of the town has been Beersheba. "
"727","Genesis","26","34","When Esau was forty years old, he married Judith daughter of Beeri the Hittite, and also Basemath daughter of Elon the Hittite.  "
"728","Genesis","26","35","They were a source of grief to Isaac and Rebekah."
"729","Genesis","27","1","When Isaac was old and his eyes were so weak that he could no longer see, he called for Esau his older son and said to him, “My son.” “Here I am,” he answered. "
"730","Genesis","27","2","Isaac said, “I am now an old man and don’t know the day of my death.  "
"731","Genesis","27","3","Now then, get your equipment—your quiver and bow—and go out to the open country to hunt some wild game for me.  "
"732","Genesis","27","4","Prepare me the kind of tasty food I like and bring it to me to eat, so that I may give you my blessing before I die.” "
"733","Genesis","27","5","Now Rebekah was listening as Isaac spoke to his son Esau. When Esau left for the open country to hunt game and bring it back,  "
"734","Genesis","27","6","Rebekah said to her son Jacob, “Look, I overheard your father say to your brother Esau,  "
